# l                Dl               -dDl             +dDl             
  1.50900000e+03  -1.43613282e-01   3.10963151e+01   3.10963151e+01
  1.51000000e+03   4.16373481e+01   3.11869753e+01   3.11869753e+01
  1.51100000e+03   1.65908845e+01   3.12779387e+01   3.12779387e+01
  1.51200000e+03   4.78900396e+01   3.13692072e+01   3.13692072e+01
  1.51300000e+03   2.83607701e+01   3.14607755e+01   3.14607755e+01
  1.51400000e+03   1.36589545e+01   3.15526334e+01   3.15526334e+01
  1.51500000e+03  -4.75000918e+00   3.16447886e+01   3.16447886e+01
  1.51600000e+03   2.06670590e+01   3.17372368e+01   3.17372368e+01
  1.51700000e+03  -1.04891585e-01   3.18299799e+01   3.18299799e+01
  1.51800000e+03   1.64771071e+00   3.19230146e+01   3.19230146e+01
  1.51900000e+03   6.01739264e+01   3.20163431e+01   3.20163431e+01
  1.52000000e+03  -4.92030720e+01   3.21099620e+01   3.21099620e+01
  1.52100000e+03  -4.82237115e+01   3.22038699e+01   3.22038699e+01
  1.52200000e+03   4.15972312e+01   3.22980659e+01   3.22980659e+01
  1.52300000e+03   3.30841130e+01   3.23925508e+01   3.23925508e+01
  1.52400000e+03   5.02341409e+01   3.24873212e+01   3.24873212e+01
  1.52500000e+03   5.56449981e+01   3.25823779e+01   3.25823779e+01
  1.52600000e+03  -4.99438673e+01   3.26777190e+01   3.26777190e+01
  1.52700000e+03  -4.37337369e+01   3.27733438e+01   3.27733438e+01
  1.52800000e+03   4.56575867e+00   3.28692594e+01   3.28692594e+01
  1.52900000e+03   4.74571804e+01   3.29654578e+01   3.29654578e+01
  1.53000000e+03   3.77329291e+01   3.30619301e+01   3.30619301e+01
  1.53100000e+03   6.56985744e+01   3.31586826e+01   3.31586826e+01
  1.53200000e+03   1.16428690e+01   3.32557122e+01   3.32557122e+01
  1.53300000e+03   4.63633386e+01   3.33530216e+01   3.33530216e+01
  1.53400000e+03  -6.24110476e+00   3.34506072e+01   3.34506072e+01
  1.53500000e+03   5.42112411e+01   3.35484683e+01   3.35484683e+01
  1.53600000e+03  -3.74803130e+01   3.36466039e+01   3.36466039e+01
  1.53700000e+03   1.41981405e+01   3.37450141e+01   3.37450141e+01
  1.53800000e+03   3.48975420e+01   3.38436969e+01   3.38436969e+01
  1.53900000e+03   3.65470599e+01   3.39426493e+01   3.39426493e+01
  1.54000000e+03   2.59414850e+01   3.40418767e+01   3.40418767e+01
  1.54100000e+03   6.48127533e+01   3.41413715e+01   3.41413715e+01
  1.54200000e+03   8.15818750e+01   3.42411362e+01   3.42411362e+01
  1.54300000e+03  -2.67981979e+01   3.43411693e+01   3.43411693e+01
  1.54400000e+03  -9.89983471e+00   3.44414768e+01   3.44414768e+01
  1.54500000e+03  -5.57628669e-01   3.45420520e+01   3.45420520e+01
  1.54600000e+03  -3.95301113e+00   3.46428886e+01   3.46428886e+01
  1.54700000e+03   4.17422731e+01   3.47439884e+01   3.47439884e+01
  1.54800000e+03   1.72578314e+01   3.48453516e+01   3.48453516e+01
  1.54900000e+03  -2.54414375e+00   3.49469821e+01   3.49469821e+01
  1.55000000e+03   4.27122452e+01   3.50488710e+01   3.50488710e+01
  1.55100000e+03   3.20051380e+01   3.51510265e+01   3.51510265e+01
  1.55200000e+03   5.23845552e+01   3.52534437e+01   3.52534437e+01
  1.55300000e+03  -1.24944126e+01   3.53561216e+01   3.53561216e+01
  1.55400000e+03  -7.24680065e+01   3.54590574e+01   3.54590574e+01
  1.55500000e+03   3.36837789e+01   3.55622553e+01   3.55622553e+01
  1.55600000e+03   1.91069536e+01   3.56657104e+01   3.56657104e+01
  1.55700000e+03   2.66171975e+01   3.57694265e+01   3.57694265e+01
  1.55800000e+03   6.85561079e+01   3.58733980e+01   3.58733980e+01
  1.55900000e+03   3.23027732e+01   3.59776262e+01   3.59776262e+01
  1.56000000e+03   2.01011710e+01   3.60821197e+01   3.60821197e+01
  1.56100000e+03  -2.84411694e+01   3.61868704e+01   3.61868704e+01
  1.56200000e+03   2.37104102e+01   3.62918700e+01   3.62918700e+01
  1.56300000e+03   3.02971662e+00   3.63971235e+01   3.63971235e+01
  1.56400000e+03   3.32151669e+00   3.65026327e+01   3.65026327e+01
  1.56500000e+03   1.30439922e+01   3.66083956e+01   3.66083956e+01
  1.56600000e+03   3.99746183e+01   3.67144164e+01   3.67144164e+01
  1.56700000e+03   6.64824752e+01   3.68206873e+01   3.68206873e+01
  1.56800000e+03  -7.86763288e+01   3.69272146e+01   3.69272146e+01
  1.56900000e+03   3.33306837e+01   3.70339961e+01   3.70339961e+01
  1.57000000e+03   1.65888071e+00   3.71410306e+01   3.71410306e+01
  1.57100000e+03   6.26343883e+00   3.72483184e+01   3.72483184e+01
  1.57200000e+03   1.08513125e+02   3.73558588e+01   3.73558588e+01
  1.57300000e+03  -2.00997119e+01   3.74636519e+01   3.74636519e+01
  1.57400000e+03  -7.02999571e+01   3.75716975e+01   3.75716975e+01
  1.57500000e+03  -3.63499945e+01   3.76799954e+01   3.76799954e+01
  1.57600000e+03  -2.60011069e+01   3.77885534e+01   3.77885534e+01
  1.57700000e+03   7.13260326e+00   3.78973650e+01   3.78973650e+01
  1.57800000e+03   3.25907979e+01   3.80064224e+01   3.80064224e+01
  1.57900000e+03   4.67892880e+01   3.81157308e+01   3.81157308e+01
  1.58000000e+03  -1.18704983e+01   3.82252931e+01   3.82252931e+01
  1.58100000e+03  -4.19089176e+01   3.83351077e+01   3.83351077e+01
  1.58200000e+03   3.16179959e+01   3.84451743e+01   3.84451743e+01
  1.58300000e+03   7.82756646e+00   3.85554938e+01   3.85554938e+01
  1.58400000e+03  -6.44126722e+01   3.86660682e+01   3.86660682e+01
  1.58500000e+03   4.66013475e+01   3.87768971e+01   3.87768971e+01
  1.58600000e+03   1.15291671e+01   3.88879791e+01   3.88879791e+01
  1.58700000e+03   3.22347018e+01   3.89993170e+01   3.89993170e+01
  1.58800000e+03   4.96296099e+01   3.91109078e+01   3.91109078e+01
  1.58900000e+03   3.39166653e+01   3.92227578e+01   3.92227578e+01
  1.59000000e+03   2.79331336e+00   3.93348569e+01   3.93348569e+01
  1.59100000e+03   1.79788111e+01   3.94472186e+01   3.94472186e+01
  1.59200000e+03   8.61791511e+01   3.95598433e+01   3.95598433e+01
  1.59300000e+03   5.03937114e+01   3.96727246e+01   3.96727246e+01
  1.59400000e+03   1.20000668e+01   3.97858551e+01   3.97858551e+01
  1.59500000e+03  -3.41140509e+01   3.98992423e+01   3.98992423e+01
  1.59600000e+03  -9.26639222e+00   4.00128891e+01   4.00128891e+01
  1.59700000e+03   2.06236768e+01   4.01267958e+01   4.01267958e+01
  1.59800000e+03   3.13799073e+01   4.02409639e+01   4.02409639e+01
  1.59900000e+03   4.70227934e+01   4.03553899e+01   4.03553899e+01
  1.60000000e+03  -2.35954762e+00   4.04700803e+01   4.04700803e+01
  1.60100000e+03   1.69385909e+01   4.05850327e+01   4.05850327e+01
  1.60200000e+03  -3.58802077e+01   4.07002502e+01   4.07002502e+01
  1.60300000e+03   4.35240220e+01   4.08157322e+01   4.08157322e+01
  1.60400000e+03   6.09921913e+01   4.09314802e+01   4.09314802e+01
  1.60500000e+03   5.44909104e+01   4.10474934e+01   4.10474934e+01
  1.60600000e+03   5.65038233e+01   4.11637734e+01   4.11637734e+01
  1.60700000e+03   2.74657522e+01   4.12803246e+01   4.12803246e+01
  1.60800000e+03   1.32228582e+01   4.13971519e+01   4.13971519e+01
  1.60900000e+03  -1.71558693e+01   4.15142515e+01   4.15142515e+01
  1.61000000e+03   5.10229809e+01   4.16316153e+01   4.16316153e+01
  1.61100000e+03   1.31493136e+02   4.17492498e+01   4.17492498e+01
  1.61200000e+03  -2.11977632e+01   4.18671589e+01   4.18671589e+01
  1.61300000e+03   5.28623977e+01   4.19853403e+01   4.19853403e+01
  1.61400000e+03  -2.29170517e+01   4.21038029e+01   4.21038029e+01
  1.61500000e+03   4.53812044e+01   4.22225414e+01   4.22225414e+01
  1.61600000e+03  -8.63179752e+01   4.23415583e+01   4.23415583e+01
  1.61700000e+03   7.30358426e+01   4.24608557e+01   4.24608557e+01
  1.61800000e+03   8.39506595e+01   4.25804356e+01   4.25804356e+01
  1.61900000e+03   7.57943180e+01   4.27002987e+01   4.27002987e+01
  1.62000000e+03  -4.43340812e+01   4.28204493e+01   4.28204493e+01
  1.62100000e+03   1.72252349e+00   4.29408872e+01   4.29408872e+01
  1.62200000e+03   7.07414343e+01   4.30616118e+01   4.30616118e+01
  1.62300000e+03   3.55117031e+01   4.31826246e+01   4.31826246e+01
  1.62400000e+03  -3.52907136e+01   4.33039413e+01   4.33039413e+01
  1.62500000e+03  -1.89602243e+01   4.34255502e+01   4.34255502e+01
  1.62600000e+03   1.14549879e+02   4.35474441e+01   4.35474441e+01
  1.62700000e+03  -1.33234591e+01   4.36696360e+01   4.36696360e+01
  1.62800000e+03  -5.01301594e+01   4.37921268e+01   4.37921268e+01
  1.62900000e+03   5.06608088e+01   4.39149128e+01   4.39149128e+01
  1.63000000e+03   1.14608456e+02   4.40379999e+01   4.40379999e+01
  1.63100000e+03   3.23351610e+01   4.41613926e+01   4.41613926e+01
  1.63200000e+03   6.50901727e+01   4.42850893e+01   4.42850893e+01
  1.63300000e+03  -4.35923324e+00   4.44090951e+01   4.44090951e+01
  1.63400000e+03  -3.94964169e+00   4.45334066e+01   4.45334066e+01
  1.63500000e+03   1.97047409e+01   4.46580331e+01   4.46580331e+01
  1.63600000e+03   3.87015749e+01   4.47829666e+01   4.47829666e+01
  1.63700000e+03  -1.40253072e+01   4.49082193e+01   4.49082193e+01
  1.63800000e+03   1.62485011e+01   4.50337892e+01   4.50337892e+01
  1.63900000e+03   8.59648163e+01   4.51596758e+01   4.51596758e+01
  1.64000000e+03   3.76258010e+01   4.52858980e+01   4.52858980e+01
  1.64100000e+03  -3.35914408e+01   4.54124407e+01   4.54124407e+01
  1.64200000e+03   3.44789998e+01   4.55393014e+01   4.55393014e+01
  1.64300000e+03   4.75080723e+01   4.56664899e+01   4.56664899e+01
  1.64400000e+03  -2.36582069e+01   4.57940065e+01   4.57940065e+01
  1.64500000e+03  -1.62704349e+01   4.59218551e+01   4.59218551e+01
  1.64600000e+03   7.00814984e+01   4.60500328e+01   4.60500328e+01
  1.64700000e+03  -4.23826244e+01   4.61785507e+01   4.61785507e+01
  1.64800000e+03   2.19608785e+01   4.63074047e+01   4.63074047e+01
  1.64900000e+03   3.92490120e+00   4.64365972e+01   4.64365972e+01
  1.65000000e+03   9.25009106e+01   4.65661361e+01   4.65661361e+01
  1.65100000e+03   5.76748422e+01   4.66960181e+01   4.66960181e+01
  1.65200000e+03   1.30504023e+01   4.68262487e+01   4.68262487e+01
  1.65300000e+03   1.34670443e+01   4.69568282e+01   4.69568282e+01
  1.65400000e+03   3.27023233e+01   4.70877608e+01   4.70877608e+01
  1.65500000e+03  -6.46612549e+01   4.72190449e+01   4.72190449e+01
  1.65600000e+03   2.23189471e+01   4.73507010e+01   4.73507010e+01
  1.65700000e+03   8.77815790e+01   4.74827135e+01   4.74827135e+01
  1.65800000e+03   1.52995560e+01   4.76150808e+01   4.76150808e+01
  1.65900000e+03   2.47625225e+01   4.77478121e+01   4.77478121e+01
  1.66000000e+03  -3.55779731e+01   4.78809081e+01   4.78809081e+01
  1.66100000e+03   6.12309482e+01   4.80143746e+01   4.80143746e+01
  1.66200000e+03   1.65109814e+01   4.81482135e+01   4.81482135e+01
  1.66300000e+03  -5.92441306e+01   4.82824204e+01   4.82824204e+01
  1.66400000e+03   1.68845740e+02   4.84170090e+01   4.84170090e+01
  1.66500000e+03   6.96596087e+01   4.85519732e+01   4.85519732e+01
  1.66600000e+03   3.69240269e+01   4.86873200e+01   4.86873200e+01
  1.66700000e+03  -6.89345638e+00   4.88230483e+01   4.88230483e+01
  1.66800000e+03   8.87684032e+01   4.89591642e+01   4.89591642e+01
  1.66900000e+03   1.57932881e+01   4.90956698e+01   4.90956698e+01
  1.67000000e+03   4.56862321e+00   4.92325663e+01   4.92325663e+01
  1.67100000e+03   3.93032464e+01   4.93698581e+01   4.93698581e+01
  1.67200000e+03  -8.11588966e+01   4.95075555e+01   4.95075555e+01
  1.67300000e+03  -5.65963345e+00   4.96456543e+01   4.96456543e+01
  1.67400000e+03   1.48846201e+02   4.97841478e+01   4.97841478e+01
  1.67500000e+03   5.21051332e+01   4.99230421e+01   4.99230421e+01
  1.67600000e+03  -1.39911089e+01   5.00623444e+01   5.00623444e+01
  1.67700000e+03   4.00788174e+01   5.02020562e+01   5.02020562e+01
  1.67800000e+03   2.41807527e+01   5.03421846e+01   5.03421846e+01
  1.67900000e+03   7.38878833e+00   5.04827213e+01   5.04827213e+01
  1.68000000e+03  -2.55527786e+01   5.06236795e+01   5.06236795e+01
  1.68100000e+03   2.11839115e+01   5.07650559e+01   5.07650559e+01
  1.68200000e+03   4.11378998e+01   5.09068540e+01   5.09068540e+01
  1.68300000e+03   5.69082021e+01   5.10490797e+01   5.10490797e+01
  1.68400000e+03  -9.58086811e+00   5.11917309e+01   5.11917309e+01
  1.68500000e+03   8.19294177e+00   5.13348137e+01   5.13348137e+01
  1.68600000e+03   2.30493203e+01   5.14783305e+01   5.14783305e+01
  1.68700000e+03   1.23779465e+02   5.16222812e+01   5.16222812e+01
  1.68800000e+03   5.69046710e+00   5.17666859e+01   5.17666859e+01
  1.68900000e+03  -6.02328706e+00   5.19115305e+01   5.19115305e+01
  1.69000000e+03   1.13474855e+02   5.20568095e+01   5.20568095e+01
  1.69100000e+03   6.68744865e+01   5.22025337e+01   5.22025337e+01
  1.69200000e+03   3.83549874e+01   5.23487068e+01   5.23487068e+01
  1.69300000e+03  -1.06373380e+01   5.24953335e+01   5.24953335e+01
  1.69400000e+03  -7.33662338e+01   5.26424118e+01   5.26424118e+01
  1.69500000e+03  -6.51398166e+01   5.27899481e+01   5.27899481e+01
  1.69600000e+03   1.44429107e+01   5.29379471e+01   5.29379471e+01
  1.69700000e+03   5.34476144e+01   5.30864060e+01   5.30864060e+01
  1.69800000e+03  -1.00076052e+02   5.32353278e+01   5.32353278e+01
  1.69900000e+03  -6.15157760e+01   5.33847187e+01   5.33847187e+01
  1.70000000e+03   1.65056952e+02   5.35345804e+01   5.35345804e+01
  1.70100000e+03   4.50819686e+01   5.36849130e+01   5.36849130e+01
  1.70200000e+03   3.95700588e+01   5.38357206e+01   5.38357206e+01
  1.70300000e+03  -4.05725906e+01   5.39870059e+01   5.39870059e+01
  1.70400000e+03   5.46870207e+00   5.41387848e+01   5.41387848e+01
  1.70500000e+03   3.71241737e+01   5.42910469e+01   5.42910469e+01
  1.70600000e+03   3.98256253e+01   5.44437847e+01   5.44437847e+01
  1.70700000e+03   1.80679459e+02   5.45970100e+01   5.45970100e+01
  1.70800000e+03   2.05427739e+01   5.47507248e+01   5.47507248e+01
  1.70900000e+03  -6.09968192e+01   5.49049348e+01   5.49049348e+01
  1.71000000e+03  -5.39898860e+01   5.50596384e+01   5.50596384e+01
  1.71100000e+03   2.03493300e+01   5.52148408e+01   5.52148408e+01
  1.71200000e+03  -6.38688186e+01   5.53705452e+01   5.53705452e+01
  1.71300000e+03   1.07986699e+02   5.55267511e+01   5.55267511e+01
  1.71400000e+03  -8.02051869e+01   5.56834624e+01   5.56834624e+01
  1.71500000e+03  -5.68440253e+01   5.58406828e+01   5.58406828e+01
  1.71600000e+03   1.15701692e+02   5.59984135e+01   5.59984135e+01
  1.71700000e+03   3.78666525e+01   5.61566590e+01   5.61566590e+01
  1.71800000e+03   9.96781338e+01   5.63154182e+01   5.63154182e+01
  1.71900000e+03  -8.71971000e+01   5.64746962e+01   5.64746962e+01
  1.72000000e+03  -5.85109480e+01   5.66345064e+01   5.66345064e+01
  1.72100000e+03  -4.49390123e+01   5.67948393e+01   5.67948393e+01
  1.72200000e+03   8.04620877e+01   5.69556904e+01   5.69556904e+01
  1.72300000e+03   5.22284069e+01   5.71170637e+01   5.71170637e+01
  1.72400000e+03  -6.81750826e+01   5.72789693e+01   5.72789693e+01
  1.72500000e+03  -2.59546705e+00   5.74414061e+01   5.74414061e+01
  1.72600000e+03  -8.12500207e+01   5.76043771e+01   5.76043771e+01
  1.72700000e+03   2.65216817e+01   5.77678877e+01   5.77678877e+01
  1.72800000e+03  -1.16266195e+01   5.79319323e+01   5.79319323e+01
  1.72900000e+03   3.26816501e+01   5.80965236e+01   5.80965236e+01
  1.73000000e+03  -6.39969631e+01   5.82616593e+01   5.82616593e+01
  1.73100000e+03   1.67142102e+01   5.84273383e+01   5.84273383e+01
  1.73200000e+03   1.40338853e+02   5.85935623e+01   5.85935623e+01
  1.73300000e+03  -1.80042517e+01   5.87603452e+01   5.87603452e+01
  1.73400000e+03  -1.24650080e+00   5.89276777e+01   5.89276777e+01
  1.73500000e+03  -4.12361270e+01   5.90955622e+01   5.90955622e+01
  1.73600000e+03   4.43527525e+01   5.92640197e+01   5.92640197e+01
  1.73700000e+03   8.11914656e+01   5.94330370e+01   5.94330370e+01
  1.73800000e+03   2.21088193e+01   5.96026054e+01   5.96026054e+01
  1.73900000e+03   8.88129369e+00   5.97727351e+01   5.97727351e+01
  1.74000000e+03   6.11529314e+01   5.99434338e+01   5.99434338e+01
  1.74100000e+03  -2.93072179e+01   6.01146964e+01   6.01146964e+01
  1.74200000e+03  -4.71816704e+00   6.02865314e+01   6.02865314e+01
  1.74300000e+03   5.47906413e+01   6.04589365e+01   6.04589365e+01
  1.74400000e+03   7.65048049e+01   6.06319184e+01   6.06319184e+01
  1.74500000e+03   2.19690947e+00   6.08054760e+01   6.08054760e+01
  1.74600000e+03   3.74659745e+01   6.09796103e+01   6.09796103e+01
  1.74700000e+03   1.11771122e+02   6.11543263e+01   6.11543263e+01
  1.74800000e+03   3.04533717e+01   6.13296222e+01   6.13296222e+01
  1.74900000e+03   4.19082972e+01   6.15055080e+01   6.15055080e+01
  1.75000000e+03   6.44569190e+01   6.16819732e+01   6.16819732e+01
  1.75100000e+03   8.58618098e+01   6.18590320e+01   6.18590320e+01
  1.75200000e+03   1.00050061e+01   6.20366971e+01   6.20366971e+01
  1.75300000e+03   2.69977217e+01   6.22149549e+01   6.22149549e+01
  1.75400000e+03   6.87067343e+01   6.23937907e+01   6.23937907e+01
  1.75500000e+03   5.20676731e+01   6.25732234e+01   6.25732234e+01
  1.75600000e+03  -4.74067748e+01   6.27532531e+01   6.27532531e+01
  1.75700000e+03   6.46321281e+00   6.29338820e+01   6.29338820e+01
  1.75800000e+03   1.26662969e+01   6.31151131e+01   6.31151131e+01
  1.75900000e+03   6.02993031e+01   6.32969488e+01   6.32969488e+01
  1.76000000e+03   1.05484090e+01   6.34793850e+01   6.34793850e+01
  1.76100000e+03   4.55977115e+01   6.36624317e+01   6.36624317e+01
  1.76200000e+03   1.09048306e+02   6.38460853e+01   6.38460853e+01
  1.76300000e+03   1.29189939e+01   6.40303507e+01   6.40303507e+01
  1.76400000e+03  -4.08677211e+01   6.42152317e+01   6.42152317e+01
  1.76500000e+03   1.13154131e+02   6.44007221e+01   6.44007221e+01
  1.76600000e+03   4.32739061e+01   6.45868293e+01   6.45868293e+01
  1.76700000e+03   4.89655137e+01   6.47735561e+01   6.47735561e+01
  1.76800000e+03   1.27391026e+01   6.49609144e+01   6.49609144e+01
  1.76900000e+03  -1.00167950e+02   6.51488978e+01   6.51488978e+01
  1.77000000e+03   3.95302269e+01   6.53374905e+01   6.53374905e+01
  1.77100000e+03  -1.11667185e+01   6.55267073e+01   6.55267073e+01
  1.77200000e+03  -2.49693057e+01   6.57165445e+01   6.57165445e+01
  1.77300000e+03   6.96743219e+01   6.59070128e+01   6.59070128e+01
  1.77400000e+03  -1.03306508e+01   6.60981079e+01   6.60981079e+01
  1.77500000e+03  -8.50698508e+00   6.62898354e+01   6.62898354e+01
  1.77600000e+03  -3.68940175e+01   6.64821904e+01   6.64821904e+01
  1.77700000e+03  -5.77951165e+00   6.66751829e+01   6.66751829e+01
  1.77800000e+03   6.63609271e+01   6.68688098e+01   6.68688098e+01
  1.77900000e+03   1.67606514e+01   6.70630681e+01   6.70630681e+01
  1.78000000e+03  -8.57027113e+01   6.72579704e+01   6.72579704e+01
  1.78100000e+03  -3.65215731e+01   6.74535128e+01   6.74535128e+01
  1.78200000e+03  -1.31871759e+02   6.76496966e+01   6.76496966e+01
  1.78300000e+03  -8.33576873e+00   6.78465223e+01   6.78465223e+01
  1.78400000e+03  -3.46981229e+01   6.80440093e+01   6.80440093e+01
  1.78500000e+03   8.88667980e+01   6.82421426e+01   6.82421426e+01
  1.78600000e+03   3.39161404e+01   6.84409092e+01   6.84409092e+01
  1.78700000e+03  -9.68843636e+01   6.86403209e+01   6.86403209e+01
  1.78800000e+03  -4.79117341e+01   6.88403885e+01   6.88403885e+01
  1.78900000e+03  -1.24359073e+02   6.90411065e+01   6.90411065e+01
  1.79000000e+03   1.10098335e+02   6.92424665e+01   6.92424665e+01
  1.79100000e+03   1.81030599e+01   6.94444898e+01   6.94444898e+01
  1.79200000e+03  -3.57206114e+01   6.96471672e+01   6.96471672e+01
  1.79300000e+03  -2.32728773e+01   6.98504999e+01   6.98504999e+01
  1.79400000e+03  -1.75211455e+01   7.00544922e+01   7.00544922e+01
  1.79500000e+03   8.42660974e+00   7.02591434e+01   7.02591434e+01
  1.79600000e+03  -7.21081353e+01   7.04644589e+01   7.04644589e+01
  1.79700000e+03   1.02398643e+01   7.06704287e+01   7.06704287e+01
  1.79800000e+03   1.39533676e+02   7.08770696e+01   7.08770696e+01
  1.79900000e+03   6.65723117e+01   7.10843731e+01   7.10843731e+01
  1.80000000e+03  -7.07088354e+01   7.12923573e+01   7.12923573e+01
  1.80100000e+03   1.06856346e+02   7.15010144e+01   7.15010144e+01
  1.80200000e+03   2.72427255e+01   7.17103242e+01   7.17103242e+01
  1.80300000e+03   2.23298198e+01   7.19203039e+01   7.19203039e+01
  1.80400000e+03   1.70006885e+01   7.21309565e+01   7.21309565e+01
  1.80500000e+03   6.63498177e+01   7.23422781e+01   7.23422781e+01
  1.80600000e+03   8.29137176e+01   7.25542748e+01   7.25542748e+01
  1.80700000e+03   6.33839782e+01   7.27669508e+01   7.27669508e+01
  1.80800000e+03  -1.68988842e+01   7.29802950e+01   7.29802950e+01
  1.80900000e+03  -1.27111275e+01   7.31943186e+01   7.31943186e+01
  1.81000000e+03   5.89996218e+00   7.34090252e+01   7.34090252e+01
  1.81100000e+03  -2.22553753e+01   7.36244128e+01   7.36244128e+01
  1.81200000e+03   3.89190512e+01   7.38404752e+01   7.38404752e+01
  1.81300000e+03   1.57737074e+02   7.40572255e+01   7.40572255e+01
  1.81400000e+03  -5.29315310e+01   7.42746588e+01   7.42746588e+01
  1.81500000e+03   3.62069093e+01   7.44927793e+01   7.44927793e+01
  1.81600000e+03   1.96748658e+02   7.47116001e+01   7.47116001e+01
  1.81700000e+03   2.77995051e+01   7.49311121e+01   7.49311121e+01
  1.81800000e+03  -1.25606734e+02   7.51512955e+01   7.51512955e+01
  1.81900000e+03  -3.71381871e+01   7.53721731e+01   7.53721731e+01
  1.82000000e+03   7.95089099e+01   7.55937406e+01   7.55937406e+01
  1.82100000e+03  -8.98021906e+01   7.58160018e+01   7.58160018e+01
  1.82200000e+03   1.71011256e+02   7.60389556e+01   7.60389556e+01
  1.82300000e+03   9.80070447e+01   7.62625986e+01   7.62625986e+01
  1.82400000e+03  -6.27332853e+01   7.64869482e+01   7.64869482e+01
  1.82500000e+03  -1.63281279e+01   7.67119850e+01   7.67119850e+01
  1.82600000e+03  -9.24043635e+01   7.69377271e+01   7.69377271e+01
  1.82700000e+03   5.66422028e+01   7.71641675e+01   7.71641675e+01
  1.82800000e+03   1.15517590e+02   7.73913031e+01   7.73913031e+01
  1.82900000e+03   9.43879397e+01   7.76191499e+01   7.76191499e+01
  1.83000000e+03   1.04164416e+02   7.78476940e+01   7.78476940e+01
  1.83100000e+03  -1.03396203e+01   7.80769440e+01   7.80769440e+01
  1.83200000e+03  -9.76079277e+01   7.83069238e+01   7.83069238e+01
  1.83300000e+03   4.58315805e+01   7.85376067e+01   7.85376067e+01
  1.83400000e+03  -3.78365034e+00   7.87689884e+01   7.87689884e+01
  1.83500000e+03   2.20977709e+01   7.90010747e+01   7.90010747e+01
  1.83600000e+03   1.04258643e+02   7.92338734e+01   7.92338734e+01
  1.83700000e+03  -1.03764313e+02   7.94673874e+01   7.94673874e+01
  1.83800000e+03  -1.20972713e+02   7.97016131e+01   7.97016131e+01
  1.83900000e+03   4.60008278e+01   7.99365525e+01   7.99365525e+01
  1.84000000e+03   6.12116965e+01   8.01722107e+01   8.01722107e+01
  1.84100000e+03   4.41398565e+01   8.04085873e+01   8.04085873e+01
  1.84200000e+03  -9.51250929e+01   8.06456777e+01   8.06456777e+01
  1.84300000e+03   2.73659463e+01   8.08834955e+01   8.08834955e+01
  1.84400000e+03   2.38246767e+01   8.11220274e+01   8.11220274e+01
  1.84500000e+03  -2.96984558e-01   8.13612811e+01   8.13612811e+01
  1.84600000e+03  -1.14220630e+02   8.16012715e+01   8.16012715e+01
  1.84700000e+03   1.67143325e+01   8.18419729e+01   8.18419729e+01
  1.84800000e+03   4.27839886e+01   8.20834271e+01   8.20834271e+01
  1.84900000e+03   4.50765180e+01   8.23256130e+01   8.23256130e+01
  1.85000000e+03   1.61278239e+01   8.25685116e+01   8.25685116e+01
  1.85100000e+03   1.06426643e+01   8.28121398e+01   8.28121398e+01
  1.85200000e+03  -5.26661510e+01   8.30564940e+01   8.30564940e+01
  1.85300000e+03  -1.36215403e+00   8.33015886e+01   8.33015886e+01
  1.85400000e+03  -6.41736925e+01   8.35474227e+01   8.35474227e+01
  1.85500000e+03   5.32584681e+01   8.37939838e+01   8.37939838e+01
  1.85600000e+03  -4.35704590e+01   8.40412928e+01   8.40412928e+01
  1.85700000e+03   2.54434942e+01   8.42893354e+01   8.42893354e+01
  1.85800000e+03  -2.07220246e+00   8.45381222e+01   8.45381222e+01
  1.85900000e+03   3.17153856e+01   8.47876494e+01   8.47876494e+01
  1.86000000e+03  -8.55692022e+01   8.50379204e+01   8.50379204e+01
  1.86100000e+03   2.33710698e+01   8.52889427e+01   8.52889427e+01
  1.86200000e+03  -5.46609342e+01   8.55407019e+01   8.55407019e+01
  1.86300000e+03  -1.41420107e+02   8.57932185e+01   8.57932185e+01
  1.86400000e+03   2.00811312e+02   8.60465066e+01   8.60465066e+01
  1.86500000e+03   4.69218016e+01   8.63005471e+01   8.63005471e+01
  1.86600000e+03  -2.58973716e+01   8.65553225e+01   8.65553225e+01
  1.86700000e+03   1.53255697e+02   8.68108510e+01   8.68108510e+01
  1.86800000e+03  -2.05002096e+01   8.70671387e+01   8.70671387e+01
  1.86900000e+03   5.42510452e+01   8.73241912e+01   8.73241912e+01
  1.87000000e+03   7.78821349e+01   8.75819950e+01   8.75819950e+01
  1.87100000e+03   6.51151207e+01   8.78405603e+01   8.78405603e+01
  1.87200000e+03  -1.70713893e+01   8.80998954e+01   8.80998954e+01
  1.87300000e+03  -2.59497698e+01   8.83599941e+01   8.83599941e+01
  1.87400000e+03   7.48399252e+01   8.86208552e+01   8.86208552e+01
  1.87500000e+03   1.47855372e+02   8.88824929e+01   8.88824929e+01
  1.87600000e+03   8.76355544e+00   8.91448972e+01   8.91448972e+01
  1.87700000e+03   4.75233511e+01   8.94080709e+01   8.94080709e+01
  1.87800000e+03  -1.50164554e+02   8.96720134e+01   8.96720134e+01
  1.87900000e+03  -4.77266069e+01   8.99367421e+01   8.99367421e+01
  1.88000000e+03   9.77070469e+01   9.02022661e+01   9.02022661e+01
  1.88100000e+03   2.25263133e+01   9.04685739e+01   9.04685739e+01
  1.88200000e+03   1.46693252e+02   9.07356368e+01   9.07356368e+01
